id,email,dog_name,breed_id,size,dog_friendly,people_friendly,energy,city,state,bio,createdAt,updatedAt,latitude,longitude
122,Roxylover30@test.com,Roxy,1,large,FALSE,FALSE,high,Denver,CA,null,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,33.80933058,-118.1688537
123,Cricketlover20@test.com,Cricket,154,small,TRUE,FALSE,average,Dalas,CA,Rambunctious little fellow who loves playing with their siblings.,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,33.44788494,-118.012048
124,Sammachlover23@test.com,Sammach,129,extra large,FALSE,FALSE,low,Denver,CO,Could spend hours hiking everyday. They're a handful but they're the best.,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,33.21305533,-118.2172597
125,Zionlover4@test.com,Zion,146,extra small,TRUE,TRUE,high,Dalas,CO,Total cuddlebug Loves nothing more than curling up next to the fire on a cold evening.,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,33.73616731,-118.3695974
126,Shirleylover11@test.com,Shirley,23,large,TRUE,FALSE,high,Honolulu,NY,A little shy at first but will become your pet's best friend in no time,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,34.05442128,-117.9969221
127,Felixlover10@test.com,Felix,262,medium,TRUE,TRUE,low,Denver,CO,Total cuddlebug Loves nothing more than curling up next to the fire on a cold evening.,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,32.37115321,-116.5623137
128,Gustavlover26@test.com,Gustav,287,medium,TRUE,FALSE,average,Honolulu,TX,Loves to run and jump and play with all sorts of new friends. Total sweetheart!,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,33.88197419,-117.4765384
129,KiKilover21@test.com,KiKi,23,extra large,FALSE,FALSE,high,Honolulu,CO,A little shy at first but will become your pet's best friend in no time,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,32.76160177,-117.7793263
130,Simonlover19@test.com,Simon,107,extra small,FALSE,FALSE,low,Dalas,HA,Total cuddlebug Loves nothing more than curling up next to the fire on a cold evening.,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,32.34288968,-118.3616106
131,Bellalover30@test.com,Bella,132,large,TRUE,TRUE,low,New York,TX,A little shy at first but will become your pet's best friend in no time,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,32.36202762,-117.855274
132,Bluelover3@test.com,Blue,252,small,FALSE,FALSE,low,Honolulu,NY,Total cuddlebug Loves nothing more than curling up next to the fire on a cold evening.,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,32.38644833,-117.853822
133,Gracielover25@test.com,Gracie,155,medium,TRUE,FALSE,low,New York,CA,null,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,32.53195783,-116.9531464
134,Smokeylover7@test.com,Smokey,253,medium,FALSE,FALSE,low,Denver,CA,null,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,33.93753815,-118.2699025
135,Brat Catlover23@test.com,Brat Cat,304,small,TRUE,TRUE,low,Los Angeles,CA,Total cuddlebug Loves nothing more than curling up next to the fire on a cold evening.,2022-11-22 15:56:46.615-08,2022-11-22 15:56:46.615-08,33.57980193,-116.8422338
